model,datetime,dataset,weight_file,epoch,train_loss,train_bce,train_pull,train_push,val_loss,val_bce,val_pull,val_push
novel,20260429_044124,faceforensics++,novel_20260429_044124.pth,1,0.0148,0.0148,0.0056,0.0645,2.6870,2.6870,0.0011,1.5193
novel,20260429_044124,faceforensics++,novel_20260429_044124.pth,2,0.0000,0.0000,0.0051,0.0033,3.2641,3.2641,0.0010,1.5695
novel,20260429_044124,faceforensics++,novel_20260429_044124.pth,3,0.0000,0.0000,0.0049,0.0007,3.4539,3.4539,0.0009,1.5770
